,Country Name,Country Code,Indicator Name,Indicator Code,variable,value
1682,"Gambia, The",GMB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1683,Guinea-Bissau,GNB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1684,Equatorial Guinea,GNQ,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1685,Greece,GRC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1769098.0
1686,Grenada,GRD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1687,Greenland,GRL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1688,Guatemala,GTM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,800245.0
1689,Guam,GUM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1690,Guyana,GUY,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1691,High income,HIC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,252678744.0
1692,"Hong Kong SAR, China",HKG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,23538580.0
1693,Honduras,HND,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1694,Heavily indebted poor countries (HIPC),HPC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1695,Croatia,HRV,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,112906.0
1696,Haiti,HTI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1697,Hungary,HUN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1698,IBRD only,IBD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,164620199.0
1699,IDA & IBRD total,IBT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,170377798.0
1700,IDA total,IDA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1701,IDA blend,IDB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1702,Indonesia,IDN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,4316296.0
1703,IDA only,IDX,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1704,Isle of Man,IMN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1705,India,IND,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,6141148.0
1706,Not classified,INX,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1707,Ireland,IRL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1089252.0
1708,"Iran, Islamic Rep.",IRN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1528518.0
1709,Iraq,IRQ,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1710,Iceland,ISL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1711,Israel,ISR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1773498.0
1712,Italy,ITA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,9731150.0
1713,Jamaica,JAM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,2150408.0
1714,Jordan,JOR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1715,Japan,JPN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,18469710.0
1716,Kazakhstan,KAZ,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1717,Kenya,KEN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1718,Kyrgyz Republic,KGZ,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1719,Cambodia,KHM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1720,Kiribati,KIR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1721,St. Kitts and Nevis,KNA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1722,"Korea, Rep.",KOR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,15513935.0
1723,Kuwait,KWT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,750000.0
1724,Latin America & Caribbean (excluding high income),LAC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,18384301.0
1725,Lao PDR,LAO,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1726,Lebanon,LBN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,594603.0
1727,Liberia,LBR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1728,Libya,LBY,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1729,St. Lucia,LCA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1730,Latin America & Caribbean,LCN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,28018282.0
1731,Least developed countries: UN classification,LDC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1732,Low income,LIC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1733,Liechtenstein,LIE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1734,Sri Lanka,LKA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,3079132.0
1735,Lower middle income,LMC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,26800237.0
1736,Low & middle income,LMY,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,162806410.0
1737,Lesotho,LSO,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1738,Late-demographic dividend,LTE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,145336126.0
1739,Lithuania,LTU,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1740,Luxembourg,LUX,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1741,Latvia,LVA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1742,"Macao SAR, China",MAC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1743,St. Martin (French part),MAF,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1744,Morocco,MAR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1745,Monaco,MCO,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1746,Moldova,MDA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1747,Madagascar,MDG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1748,Maldives,MDV,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1749,Middle East & North Africa,MEA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1750,Mexico,MEX,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,2680374.0
1751,Marshall Islands,MHL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1752,Middle income,MIC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,162806410.0
1753,North Macedonia,MKD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1754,Mali,MLI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1755,Malta,MLT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1532920.0
1756,Myanmar,MMR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1757,Middle East & North Africa (excluding high income),MNA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1758,Montenegro,MNE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1759,Mongolia,MNG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1760,Northern Mariana Islands,MNP,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1761,Mozambique,MOZ,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1762,Mauritania,MRT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1763,Mauritius,MUS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1764,Malawi,MWI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1765,Malaysia,MYS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,13419053.0
1766,North America,NAC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,45226905.0
1767,Namibia,NAM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1768,New Caledonia,NCL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1769,Niger,NER,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1770,Nigeria,NGA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1771,Nicaragua,NIC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1772,Netherlands,NLD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,10046503.0
1773,Norway,NOR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1774,Nepal,NPL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1775,Nauru,NRU,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1776,New Zealand,NZL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1806596.0
1777,OECD members,OED,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,172830826.0
1778,Oman,OMN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,2620363.0
1779,Other small states,OSS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1780,Pakistan,PAK,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1776939.0
1781,Panama,PAN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,3027788.0
1782,Peru,PER,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1087263.0
1783,Philippines,PHL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,3676133.0
1784,Palau,PLW,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1785,Papua New Guinea,PNG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1786,Poland,POL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1787,Pre-demographic dividend,PRE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1788,Puerto Rico,PRI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1749565.0
1789,"Korea, Dem. People's Rep.",PRK,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1790,Portugal,PRT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1012845.0
1791,Paraguay,PRY,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1792,West Bank and Gaza,PSE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1793,Pacific island small states,PSS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1794,Post-demographic dividend,PST,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,209838893.0
1795,French Polynesia,PYF,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1796,Qatar,QAT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1797,Romania,ROU,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1037066.0
1798,Russian Federation,RUS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,2265835.0
1799,Rwanda,RWA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1800,South Asia,SAS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,11898747.0
1801,Saudi Arabia,SAU,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,3863202.0
1802,Sudan,SDN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1803,Senegal,SEN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1804,Singapore,SGP,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,24792400.0
1805,Solomon Islands,SLB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1806,Sierra Leone,SLE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1807,El Salvador,SLV,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1808,San Marino,SMR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1809,Somalia,SOM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1810,Serbia,SRB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1811,Sub-Saharan Africa (excluding high income),SSA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1812,South Sudan,SSD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1813,Sub-Saharan Africa,SSF,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1814,Small states,SST,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1815,Sao Tome and Principe,STP,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1816,Suriname,SUR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1817,Slovak Republic,SVK,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1818,Slovenia,SVN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1819,Sweden,SWE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1272513.0
1820,Eswatini,SWZ,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1821,Sint Maarten (Dutch part),SXM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1822,Seychelles,SYC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1823,Syrian Arab Republic,SYR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1824,Turks and Caicos Islands,TCA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1825,Chad,TCD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1826,East Asia & Pacific (IDA & IBRD countries),TEA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,114796121.0
1827,Europe & Central Asia (IDA & IBRD countries),TEC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1828,Togo,TGO,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1829,Thailand,THA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,5574490.0
1830,Tajikistan,TJK,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1831,Turkmenistan,TKM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1832,Latin America & the Caribbean (IDA & IBRD countries),TLA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,24805717.0
1833,Timor-Leste,TLS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1834,Middle East & North Africa (IDA & IBRD countries),TMN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1835,Tonga,TON,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1836,South Asia (IDA & IBRD),TSA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,11898747.0
1837,Sub-Saharan Africa (IDA & IBRD countries),TSS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1838,Trinidad and Tobago,TTO,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1839,Tunisia,TUN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1840,Turkiye,TUR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,3683497.0
1841,Tuvalu,TUV,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1842,Tanzania,TZA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1843,Uganda,UGA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1844,Ukraine,UKR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,729758.0
1845,Upper middle income,UMC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,136006173.0
1846,Uruguay,URY,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1847,United States,USA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,40896742.0
1848,Uzbekistan,UZB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1849,St. Vincent and the Grenadines,VCT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1850,"Venezuela, RB",VEN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,1266817.0
1851,British Virgin Islands,VGB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1852,Virgin Islands (U.S.),VIR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1853,Viet Nam,VNM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,2999646.0
1854,Vanuatu,VUT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1855,World,WLD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,416751971.0
1856,Samoa,WSM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1857,Kosovo,XKX,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1858,"Yemen, Rep.",YEM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1859,South Africa,ZAF,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,3552198.0
1860,Zambia,ZMB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1861,Zimbabwe,ZWE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2006,
1862,Aruba,ABW,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,135000.0
1863,Africa Eastern and Southern,AFE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1864,Afghanistan,AFG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1865,Africa Western and Central,AFW,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1866,Angola,AGO,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1867,Albania,ALB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,33127.0
1868,Andorra,AND,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1869,Arab World,ARB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,30991333.0
1870,United Arab Emirates,ARE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,13182412.0
1871,Argentina,ARG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,1874259.0
1872,Armenia,ARM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1873,American Samoa,ASM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1874,Antigua and Barbuda,ATG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,34081.0
1875,Australia,AUS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,6290090.0
1876,Austria,AUT,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,365918.0
1877,Azerbaijan,AZE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1878,Burundi,BDI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1879,Belgium,BEL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,10257511.0
1880,Benin,BEN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1881,Burkina Faso,BFA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1882,Bangladesh,BGD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,978007.0
1883,Bulgaria,BGR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,130694.0
1884,Bahrain,BHR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,238624.0
1885,"Bahamas, The",BHS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,1632000.0
1886,Bosnia and Herzegovina,BIH,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1887,Belarus,BLR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1888,Belize,BLZ,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,39191.0
1889,Bermuda,BMU,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1890,Bolivia,BOL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1891,Brazil,BRA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,6464724.0
1892,Barbados,BRB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,99626.0
1893,Brunei Darussalam,BRN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1894,Bhutan,BTN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1895,Botswana,BWA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1896,Central African Republic,CAF,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1897,Canada,CAN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,4413927.0
1898,Central Europe and the Baltics,CEB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,3499057.0
1899,Switzerland,CHE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,104366.0
1900,Channel Islands,CHI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1901,Chile,CHL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,2725218.0
1902,China,CHN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,103823024.0
1903,Cote d'Ivoire,CIV,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,590306.0
1904,Cameroon,CMR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,217681.0
1905,"Congo, Dem. Rep.",COD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1906,"Congo, Rep.",COG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1907,Colombia,COL,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,2076760.0
1908,Comoros,COM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1909,Cabo Verde,CPV,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1910,Costa Rica,CRI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,976621.0
1911,Caribbean small states,CSS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,4391829.0
1912,Cuba,CUB,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,319857.0
1913,Curacao,CUW,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1914,Cayman Islands,CYM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,649.0
1915,Cyprus,CYP,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,377037.0
1916,Czechia,CZE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1917,Germany,DEU,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,16644222.0
1918,Djibouti,DJI,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,294902.0
1919,Dominica,DMA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,
1920,Denmark,DNK,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,775117.0
1921,Dominican Republic,DOM,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,883785.0
1922,Algeria,DZA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,200050.0
1923,East Asia & Pacific (excluding high income),EAP,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,140639995.0
1924,Early-demographic dividend,EAR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,60134388.0
1925,East Asia & Pacific,EAS,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,252296411.0
1926,Europe & Central Asia (excluding high income),ECA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,2007,8980071.0
